"domain","matched_text","replacement","n_replacements"
"race","Anthony Anderson","Person",10
"race","Anthony Casamento","Person",10
"race","Anthony Cumia","Person",12
"race","Anthony Eickhoff","Person",15
"race","Anthony Fantano","Person",12
"race","Anthony Flamini","Person",10
"race","Anthony Joseph Bevilacqua","Person",10
"race","Anthony Kennedy","Person",30
"race","Anthony Kiedis","Person",11
"race","Anthony Levandowski","Person",11
"race","Anthony M. Masiello","Person",10
"race","Anthony Mackie","Person",13
"race","Anthony Mann","Person",11
"race","Anthony Perkins","Person",12
"race","Anthony Ruiz","Person",12
"race","Anthony Schlegel","Person",10
"race","Anthony Swofford","Person",13
"race","Anthony Wayne","Person",12
"race","Anthony Yuen","Person",12
"race","Anthony Zinni","Person",10
"race","Antonio Meucci","Person",81
"race","Apex Digital","Person",11
"race","Apex digital","Person",1
"race","Apolo Anton Ohno","Person",10
"race","Archie Moore","Person",78
"race","Archie Williams","Person",11
"race","Armistead Thomson Mason","Person",10
"race","Arna Bontemps","Person",1
"race","Arnold Schoenberg","Person",69
"race","Arthur Ashe","Person",104
"race","Arthur Crooks","Person",10
"race","Arthur Curtiss James","Person",20
"race","Arthur Hays Sulzberger","Person",11
"race","Arthur Jafa","Person",31
"race","Arthur M. Schlesinger Jr.","Person",14
"race","Arthur Rense Prize","Person",10
"race","Arthur Shawcross","Person",16
"race","Arthur Szyk","Person",139
"race","Artur Davis","Person",10
"race","Aruna Miller","Person",11
"race","Ashley Argota","Person",10
"race","Ashley Judd","Person",53
"race","Ashton Kutcher","Person",23
"race","Augustus Tolton","Person",33
"race","Austin Czarnik","Person",10
"race","Ava Gardner","Person",96
"race","Avon Products","Person",12
"race","Awkwafina","Person",64
"race","Aziz Ansari","Person",41
"race","B. Kwaku Duren","Person",10
"race","BARBARA BUSH","Person",11
"race","BENJAMIN FRANKLIN","Person",1
"race","BENNY GOODMAN","Person",1
"race","BIX BEIDERBECKE","Person",1
"race","BOWIE KUHN","Person",13
"race","Babe Ruth","Person",104
"race","Baby Bash","Person",23
"race","Baby Dodds","Person",59
"race","Bai Ling","Person",67
"race","Baltimore Orioles","Person",16
"race","Baltimore Ravens","Person",47
"race","Barbara Bush","Person",123
"race","Barbara Grizzuti Harrison","Person",22
"race","Barbara Heck","Person",12
"race","Barbara Heinemann Landmann","Person",34
"race","Barbara Hoffman","Person",10
"race","Barbara Jordan","Person",41
"race","Barbara Lynn","Person",12
"race","Barbara Walters","Person",15
"race","Barney McCosky","Person",11
"race","Barry Goldwater","Person",47
"race","Barry Jenkins","Person",23
"race","Barry Larkin","Person",21
"race","Barry Mahy","Person",11
"race","Barry Sanders","Person",40
"race","Barry White","Person",38
"race","Bart Stupak","Person",11
"race","Barton St David","Person",10
"race","Bayard Rustin","Person",149
"race","Beau Jack","Person",11
"race","Belle Knox","Person",13
"race","Belle Starr","Person",221
"race","Ben Fee","Person",13
"race","Ben Hogan","Person",103
"race","Ben Kuroki","Person",21
"race","Ben Silbermann","Person",12
"race","Ben Stiller","Person",24
"race","Ben Vereen","Person",12
"race","Ben Zobrist","Person",11
"race","Benedict Arnold","Person",15
"race","Benigno G. Tabora","Person",10
"race","Benjamin Franklin","Person",527
"race","Benjamin Harrison","Person",65
"race","Benjamin Harrison V","Person",23
"race","Benjamin Hawkins","Person",46
"race","Benjamin Hooks","Person",10
"race","Benjamin McKenzie","Person",13
"race","Benjamin Newton Duke","Person",24
"race","Benjamin Tillman","Person",10
"race","Benny Golson","Person",12
"race","Benny Goodman","Person",31
"race","Bernard Baruch","Person",29
"race","Bernard Lafayette","Person",55
"race","Bernie James","Person",12
"race","Bernie Sanders","Person",35
"race","Berry Gordy","Person",103
"race","Berthold Laufer","Person",24
"race","Bessie Smith","Person",137
"race","Beth Ostrosky Stern","Person",10
"race","Beth Phoenix","Person",12
"race","Betsy King","Person",20
"race","Betsy Ross","Person",56
"race","Bette Bao Lord","Person",55
"race","Betty Boop","Person",301
"race","Betty Carter","Person",61
"race","Betty Everett","Person",12
"race","Betty Ford","Person",83
"race","Betty McGlown","Person",25
"race","Betty Shabazz","Person",79
"race","Betty White","Person",18
"race","Bettye LaVette","Person",20
"race","Beverley Randolph","Person",12
"race","Bhagat Singh Thind","Person",11
"race","Bill Bryson","Person",13
"race","Bill Clinton","Person",84
"race","Bill Gallo","Person",24
"race","Bill Gates","Person",179
"race","Bill Hader","Person",10
"race","Bill Heck","Person",11
"race","Bill Richardson","Person",21
"race","Bill Robinson","Person",46
"race","Bill Romanowski","Person",13
"race","Bill Russell","Person",77
"race","Bill de Blasio","Person",11
"race","Billie Holiday","Person",61
"race","Billie Joe Armstrong","Person",23
"race","Billy Collins","Person",35
"race","Billy Conn","Person",32
"race","Billy Eckstine","Person",29
"race","Billy Knight","Person",11
"race","Billy Packer","Person",14
"race","Billy Paul","Person",89
"race","Billy Ray Cyrus","Person",27
"race","Billy Strayhorn","Person",13
"race","Billy Sunday","Person",164
"race","Billy Taylor","Person",24
"race","Billy Wagner","Person",21
"race","Billy Wilder","Person",22
"race","Billy sunday","Person",1
"race","Bing Yeh","Person",12
"race","Bix Beiderbecke","Person",80
"race","Black Hebrew Israelites","Person",47
"race","Blair Lee III","Person",11
"race","Blanche Ring","Person",59
"race","Blind Blake","Person",11
"race","Bob Beamon","Person",19
"race","Bob Boone","Person",41
"race","Bob Costas","Person",33
"race","Bob Dole","Person",26
"race","Bob Gretz","Person",10
"race","Bob Hope","Person",37
"race","Bob Montana","Person",32
"race","Bob Newhart","Person",41
"race","Bob Stupak","Person",33
"race","Bobby Bland","Person",28
"race","Bobby Bonds","Person",12
"race","Bobby Chacon","Person",15
"race","Bobby Fischer","Person",25
"race","Bobby Hurley","Person",13
"race","Bobby Hutton","Person",15
"race","Bobby Jarzombek","Person",10
"race","Bobby Short","Person",14
"race","Bobby Vinton","Person",76
"race","Bobby Womack","Person",66
"race","Bogdan Raczynski","Person",25
"race","Bolivian American","Person",3
"race","Bonnie Hunt","Person",42
"race","Bonnie Parker","Person",23
"race","Bootsy Collins","Person",16
"race","Boris Johnson","Person",11
"race","Boston Marathon","Person",101
"race","Bowie Kuhn","Person",14
"race","Brad Friedel","Person",10
"race","Brad Keselowski","Person",21
"race","Brad Pitt","Person",36
"race","Brandon Chillar","Person",10
"race","Brendan Schaub","Person",11
"race","Brett Keisel","Person",26
"race","Brian Azzarello","Person",14
"race","Brian Baumgartner","Person",12
"race","Brian Keselowski","Person",20
"race","Brian Kozlowski","Person",13
"race","Brian Michael Smith","Person",10
"race","Brian Urlacher","Person",10
"race","Brian Wilson","Person",112
"race","Brigham Henry Roberts","Person",36
"race","Brigit Pegeen Kelly","Person",12
"race","Bronislaw Malinowski","Person",11
"race","Bruce Brown Jr.","Person",10
"race","Bruce Darnell","Person",11
"race","Bruce Lee","Person",154
"race","Bruce Sutter","Person",10
"race","Bruce Willis","Person",11
"race","Bruce Yamashita","Person",11
"race","Bruno Mars","Person",25
"race","Bruno Pauletto","Person",59
"race","Bruno Rossi","Person",14
"race","Bryan Clay","Person",10
"race","Bryan Shelton","Person",12
"race","Bryan Stevenson","Person",10
"race","Bryan Thao Worra","Person",82
"race","Bryant Butler Brooks","Person",10
"race","Bryce Dallas Howard","Person",10
"race","Buddy Bolden","Person",71
"race","Buddy Holly","Person",130
"race","Buffalo Bills","Person",33
"race","Bunchy Carter","Person",17
"race","Burchard Miller","Person",10
"race","Burt Reynolds","Person",16
"race","Butch Beard","Person",20
"race","Butch Cassidy","Person",46
"race","Butch Reynolds","Person",16
"race","Button Gwinnett","Person",67
"race","Buzz Aldrin","Person",13
"race","C. F. W. Walther","Person",3
"race","C. L. Franklin","Person",23
"race","C. T. Vivian","Person",27
"race","CALVIN COOLIDGE","Person",2
"race","CASIMIR FUNK","Person",1
"race","CHARLES SHERROD","Person",2
"race","CHRISTOPHER REEVE","Person",1
"race","CLARA BARTON","Person",1
"race","Cab Calloway","Person",62
"race","Calamity Jane","Person",365
"race","Caleb Swanigan","Person",12
"race","Calvert Vaux","Person",10
"race","Calvin Coolidge","Person",84
"race","Calvin Souther Fuller","Person",20
"race","Camila Cabello","Person",11
"race","Candace Owens","Person",20
"race","Candice Bergen","Person",22
"race","Candice Michelle","Person",11
"race","Carey Bell","Person",11
"race","Carl Andrew Spaatz","Person",10
"race","Carl Crawford","Person",10
"race","Carl Eytel","Person",30
"race","Carl Laemmle","Person",52
"race","Carl Lewis","Person",13
"race","Carl Schurz","Person",198
"race","Carl Switzer","Person",10
"race","Carl Weathersby","Person",11
"race","Carl Yastrzemski","Person",10
"race","Carla Carli Mazzucato","Person",20
"race","Carlos Bernard","Person",11
"race","Carlos Boozer","Person",12
"race","Carlos Bulosan","Person",15
"race","Carmelo Anthony","Person",23
"race","Carol Channing","Person",33
"race","Carol Lim","Person",13
"race","Carol Lin","Person",10
"race","Caroline Harrison","Person",22
"race","Carrie Ann Inaba","Person",24
"race","Carrie Marcus Neiman","Person",11
"race","Carroll Baker","Person",12
"race","Carter Bykowski","Person",11
"race","Casey Stengel","Person",59
"race","Casimir Funk","Person",37
"race","Casimir Kendziorski","Person",11
"race","Caspar Butz","Person",10
"race","Caspar Weinberger","Person",49
"race","Catalina Yue","Person",10
"race","Catherine Lowe","Person",11
"race","Chanda Rubin","Person",12
"race","Charles Augustus Barnitz","Person",10
"race","Charles B. Finch","Person",10
"race","Charles B. Wang","Person",13
"race","Charles Bukowski","Person",101
"race","Charles C. Stratton","Person",31
"race","Charles Carleton Coffin","Person",21
"race","Charles Curtis","Person",55
"race","Charles DeLisi","Person",10
"race","Charles Deering","Person",48
"race","Charles Dellschau","Person",57
"race","Charles E. Dudley","Person",10
"race","Charles Earle Funk","Person",10
"race","Charles Edison","Person",35
"race","Charles Evers","Person",11
"race","Charles Follen","Person",10
"race","Charles Francis Richter","Person",10
"race","Charles Frederick Crisp","Person",21
"race","Charles G. Dawes","Person",15
"race","Charles Godfrey Gunther","Person",10
"race","Charles Goodyear","Person",21
"race","Charles Horace Mayo","Person",25
"race","Charles J. Guiteau","Person",24
"race","Charles Joseph Bonaparte","Person",11
"race","Charles Kenzie Steele","Person",2
"race","Charles Lewis Tiffany","Person",12
"race","Charles Lindbergh","Person",12
"race","Charles M. Schwab","Person",33
"race","Charles Messina","Person",23
"race","Charles Michael Davis","Person",10
"race","Charles Mingus","Person",176
"race","Charles Oakley","Person",10
"race","Charles Olson","Person",123
"race","Charles Patrick Daly","Person",10
"race","Charles Ponzi","Person",24
"race","Charles Pratt","Person",33
"race","Charles Proteus Steinmetz","Person",24
"race","Charles Roscoe Savage","Person",11
"race","Charles Schulz","Person",11
"race","Charles Sealsfield","Person",15
"race","Charles Sherrod","Person",103
"race","Charles Slade","Person",10
"race","Charles Smith Olden","Person",11
"race","Charles Steele Jr.","Person",10
"race","Charles Warren Stoddard","Person",10
"race","Charlie Christian","Person",79
"race","Charlie Gehringer","Person",14
"race","Charlie Murphy","Person",17
"race","Charlie Parker","Person",76
"race","Charlie Rose","Person",81
"race","Charlotte Hornets","Person",39
"race","Charlton Heston","Person",46
"race","Chef Boyardee","Person",23
"race","Chen Ning Yang","Person",18
"race","Cher Calvin","Person",12
"race","Cher Wang","Person",10
"race","Cheryl Ladd","Person",10
"race","Cheryl Lynn","Person",18
"race","Chesley Sullenberger","Person",11
"race","Chester W. Nimitz","Person",56
"race","China Anne McClain","Person",10
"race","Chloe Bennet","Person",10
"race","Chloe Lukasiak","Person",10
"race","Chris Avellone","Person",10
"race","Chris Brown","Person",29
"race","Chris Chan Lee","Person",12
"race","Chris Christie","Person",17
"race","Chris Cimino","Person",11
"race","Chris Coons","Person",10
"race","Chris Frantz","Person",16
"race","Chris Hedges","Person",35
"race","Chris Jericho","Person",24
"race","Chris Liwienski","Person",10
"race","Chris Matthews","Person",43
"race","Chris Rock","Person",34
"race","Chris Rodd","Person",11
"race","Chris Rolfe","Person",10
"race","Chris Strachwitz","Person",21
"race","Chris Webber","Person",23
"race","Chris Wyles","Person",14
"race","Chris Zylka","Person",11
"race","Christa McAuliffe","Person",59
"race","Christene Mayer","Person",12
"race","Christian Coleman","Person",10
"race","Christian Ehrhoff","Person",10
