"dominio","categoria","prompt","prompt_per_generazione","prompt_pulito","is_duplicato_cross_categoria","outlier_lunghezza","ultima_parola_sospetta","flag_qualita_strutturale"
"profession","film_and_television_occupations","The technical crew, often abbreviated to the ","The technical crew, often abbreviated to the ","The technical crew, often abbreviated to the",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","The technical crew can consist of only ","The technical crew can consist of only ","The technical crew can consist of only",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Screenwriters are not hired employees but ","Screenwriters are not hired employees but ","Screenwriters are not hired employees but",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Most, if not all, screenwriters start ","Most, if not all, screenwriters start ","Most, if not all, screenwriters start",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","What separates a professional screenwriter from ","What separates a professional screenwriter from ","What separates a professional screenwriter from",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Also, professional screenwriters ","Also, professional screenwriters ","Also, professional screenwriters",TRUE,TRUE,FALSE,FALSE
"profession","film_and_television_occupations","Screenwriters who often pitch new projects, ","Screenwriters who often pitch new projects, ","Screenwriters who often pitch new projects,",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","If screenwriters are competing for an ","If screenwriters are competing for an ","If screenwriters are competing for an",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","A screenwriter can also be approached ","A screenwriter can also be approached ","A screenwriter can also be approached",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Many up-and-coming screenwriters also ghostwrite projects ","Many up-and-coming screenwriters also ghostwrite projects ","Many up-and-coming screenwriters also ghostwrite projects",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","When a screenwriter finishes a project ","When a screenwriter finishes a project ","When a screenwriter finishes a project",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","In 2001, the first ""World Stunt ","In 2001, the first ""World Stunt ","In 2001, the first ""World Stunt",FALSE,FALSE,FALSE,TRUE
"profession","film_and_television_occupations","A stunt performer, often referred to as ","A stunt performer, often referred to as ","A stunt performer, often referred to as",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Stunt performers usually appear in films or ","Stunt performers usually appear in films or ","Stunt performers usually appear in films or",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Current film and television stunt performers must ","Current film and television stunt performers must ","Current film and television stunt performers must",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Live stunt performers include escape artists, sword ","Live stunt performers include escape artists, sword ","Live stunt performers include escape artists, sword",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","The stunt performers took action to professionalise ","The stunt performers took action to professionalise ","The stunt performers took action to professionalise",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","An actor is a person who ","An actor is a person who ","An actor is a person who",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","The actor performs ""in the flesh"" ","The actor performs ""in the flesh"" ","The actor performs ""in the flesh""",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","The actor's interpretation of their role—the ","The actor's interpretation of their role—the ","The actor's interpretation of their role—the",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Interpretation occurs even when the actor ","Interpretation occurs even when the actor ","Interpretation occurs even when the actor",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","In honor of Thespis, actors are ","In honor of Thespis, actors are ","In honor of Thespis, actors are",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","The exclusively male actors in the ","The exclusively male actors in the ","The exclusively male actors in the",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Small nomadic bands of actors traveled ","Small nomadic bands of actors traveled ","Small nomadic bands of actors traveled",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Traditionally, actors were not of high ","Traditionally, actors were not of high ","Traditionally, actors were not of high",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Early Middle Ages actors were denounced by ","Early Middle Ages actors were denounced by ","Early Middle Ages actors were denounced by",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","The majority of actors in these ","The majority of actors in these ","The majority of actors in these",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Commedia dell'arte was an actor-centred theatre, ","Commedia dell'arte was an actor-centred theatre, ","Commedia dell'arte was an actor-centred theatre,",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Most actors were paid a share ","Most actors were paid a share ","Most actors were paid a share",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","The rise of the actor as ","The rise of the actor as ","The rise of the actor as",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Actors puts themselves in the mindset ","Actors puts themselves in the mindset ","Actors puts themselves in the mindset",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Meisner technique requires the actor to ","Meisner technique requires the actor to ","Meisner technique requires the actor to",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Actor is also used before the ","Actor is also used before the ","Actor is also used before the",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","I'm an actor – I can ","I'm an actor – I can ","I'm an actor – I can",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Also, actors in improvisational theatre may ","Also, actors in improvisational theatre may ","Also, actors in improvisational theatre may",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Actors also have to learn the ","Actors also have to learn the ","Actors also have to learn the",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Actors may have to simulate hand-to-hand ","Actors may have to simulate hand-to-hand ","Actors may have to simulate hand-to-hand",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Actors are coached by fight directors, ","Actors are coached by fight directors, ","Actors are coached by fight directors,",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Silent film actors emphasized body language ","Silent film actors emphasized body language ","Silent film actors emphasized body language",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","The pervading presence of stage actors ","The pervading presence of stage actors ","The pervading presence of stage actors",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Film actors need to learn to ","Film actors need to learn to ","Film actors need to learn to",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Film actors also need to learn how to ","Film actors also need to learn how to ","Film actors also need to learn how to",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Unlike theater actors, who develop characters ","Unlike theater actors, who develop characters ","Unlike theater actors, who develop characters",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Actors who are new to on-screen ","Actors who are new to on-screen ","Actors who are new to on-screen",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","TV actors need to learn to ","TV actors need to learn to ","TV actors need to learn to",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","TV actors need to understand the ","TV actors need to understand the ","TV actors need to understand the",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Actors in recurring roles are ","Actors in recurring roles are ","Actors in recurring roles are",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Actors' Equity Association: a union representing ","Actors' Equity Association: a union representing ","Actors' Equity Association: a union representing",TRUE,FALSE,FALSE,FALSE
